scenario,step,id,pos_x,pos_y,vel_x,vel_y,spin,energy
4,2250,0,490.76654,513.3455,0.8513918,-0.52515775,1,1
4,2250,1,493.34058,490.76358,-0.52826,0.84946615,-1,1
4,2300,0,491.1977,513.0918,0.8675576,-0.49802974,1,1
4,2300,1,493.0855,491.1938,-0.5011915,0.86573076,-1,1
4,2350,0,491.6328,512.8452,0.87275976,-0.4888589,1,1
4,2350,1,492.83725,491.62817,-0.492118,0.870922,-1,1
4,2400,0,492.07184,512.60583,0.88326555,-0.4696237,1,1
4,2400,1,492.5963,492.06656,-0.4719614,0.882015,-1,1
4,2450,0,492.51498,512.3736,0.89078283,-0.45521083,1,1
4,2450,1,492.36105,492.5108,-0.45771718,0.88922536,-1,1
4,2500,0,492.9646,512.15454,0.9088132,-0.41809657,1,1
4,2500,1,492.14056,492.9596,-0.42111856,0.9071498,-1,1
4,2550,0,493.42035,511.9485,0.91321707,-0.40839538,1,1
4,2550,1,491.93353,493.41483,-0.41138044,0.911611,-1,1
4,2600,0,493.87836,511.74756,0.9205214,-0.39166358,1,1
4,2600,1,491.73163,493.87228,-0.39283898,0.9197584,-1,1
4,2650,0,494.3405,511.55637,0.92663217,-0.37698928,1,1
4,2650,1,491.53992,494.33423,-0.37765822,0.9261001,-1,1
4,2700,0,494.80627,511.37405,0.9376192,-0.34879366,1,1
4,2700,1,491.35724,494.79984,-0.34947866,0.9371078,-1,1
4,2750,0,495.27805,511.20755,0.9458009,-0.3259877,1,1
4,2750,1,491.19058,495.27133,-0.32593822,0.9455644,-1,1
4,2800,0,495.75275,511.05005,0.954189,-0.3005762,1,1
4,2800,1,491.03296,495.74585,-0.30100995,0.95380056,-1,1
4,2850,0,496.23157,510.90634,0.95967484,-0.28259704,1,1
4,2850,1,490.88736,496.22464,-0.2880121,0.95781016,-1,1
4,2900,0,496.7129,510.77005,0.9662512,-0.25924575,1,1
4,2900,1,490.74817,496.70496,-0.26518667,0.96438557,-1,1
4,2950,0,497.19846,510.6496,0.97324634,-0.23165755,1,1
4,2950,1,490.62473,497.18933,-0.23712453,0.9716789,-1,1
4,3000,0,497.68604,510.5383,0.9781645,-0.20994845,1,1
4,3000,1,490.51053,497.67627,-0.21593723,0.97661126,-1,1
4,3050,0,498.17682,510.4425,0.9839873,-0.18077154,1,1
4,3050,1,490.412,498.16653,-0.18628316,0.98271173,-1,1
4,3100,0,498.66962,510.35626,0.9875307,-0.16031711,1,1
4,3100,1,490.32285,498.65857,-0.1663472,0.9862868,-1,1
4,3150,0,499.16483,510.28537,0.99185336,-0.13103177,1,1
4,3150,1,490.2489,499.1533,-0.13659082,0.99085844,-1,1
4,3200,0,499.6612,510.22388,0.99430794,-0.11092174,1,1
4,3200,1,490.18457,499.64923,-0.116996534,0.9933672,-1,1
4,3250,0,500.15936,510.17752,0.99720794,-0.08094836,1,1
4,3250,1,490.13525,500.14713,-0.08654061,0.9964949,-1,1
4,3300,0,500.65833,510.1411,0.99861676,-0.0612393,1,1
4,3300,1,490.0959,500.6461,-0.067343526,0.9979803,-1,1
4,3350,0,501.1582,510.11957,1.0000085,-0.031508133,1,1
4,3350,1,490.07153,501.14557,-0.03712891,0.9995725,-1,1
4,3400,0,501.6587,510.10785,1.0004402,-0.011753163,1,1
4,3400,1,490.05682,501.64606,-0.017881542,1.0001063,-1,1
4,3450,0,502.15918,510.11127,1.000359,0.01801094,1,1
4,3450,1,490.05713,502.14655,0.012375375,1.0002018,-1,1
4,3500,0,502.65967,510.12427,0.99981225,0.037763387,1,1
4,3500,1,490.06714,502.64703,0.031625893,0.9997822,-1,1
4,3550,0,503.159,510.15234,0.9982584,0.0674875,1,1
4,3550,1,490.0921,503.1464,0.06185096,0.9983804,-1,1
4,3600,0,503.65796,510.19003,0.9967354,0.08718904,1,1
4,3600,1,490.1269,503.64536,0.08105746,0.997009,-1,1
4,3650,0,504.15555,510.24274,0.9937128,0.116800345,1,1
4,3650,1,490.17648,504.1431,0.11117664,0.9941133,-1,1
4,3700,0,504.6519,510.30505,0.9912168,0.13640273,1,1
4,3700,1,490.23596,504.63977,0.1302921,0.9917933,-1,1
4,3750,0,505.146,510.3824,0.98659,0.16667728,1,1
4,3750,1,490.3105,505.1346,0.16109066,0.98727125,-1,1
4,3800,0,505.63855,510.46954,0.98320305,0.18563788,1,1
4,3800,1,490.3947,505.62747,0.17957331,0.9840814,-1,1
4,3850,0,506.12827,510.5717,0.97696334,0.21614304,1,1
4,3850,1,490.49368,506.11752,0.21060753,0.9779231,-1,1
4,3900,0,506.61597,510.68335,0.97274303,0.23442294,1,1
4,3900,1,490.60248,506.60553,0.22841938,0.97392046,-1,1
4,3950,0,507.09995,510.80972,0.9643722,0.26682767,1,1
4,3950,1,490.72604,507.09012,0.26137862,0.96561176,-1,1
4,4000,0,507.58133,510.94644,0.9596294,0.28342354,1,1
4,4000,1,490.8599,507.5719,0.27751616,0.96110153,-1,1
4,4050,0,508.0594,511.09366,0.954899,0.29899043,1,1
4,4050,1,491.00766,508.04968,0.312399,0.9503519,-1,1
4,4100,0,508.53607,511.24582,0.95023143,0.31351826,1,1
4,4100,1,491.16605,508.52393,0.32496414,0.9461315,-1,1
4,4150,0,509.00815,511.41135,0.93686175,0.3515067,1,1
4,4150,1,491.3367,508.99408,0.3609126,0.9330269,-1,1
4,4200,0,509.47595,511.589,0.93248737,0.3629573,1,1
4,4200,1,491.51956,509.45975,0.37280786,0.92834055,-1,1
4,4250,0,509.93896,511.77832,0.9183365,0.39743838,1,1
4,4250,1,491.71365,509.92078,0.40667066,0.9140288,-1,1
4,4300,0,510.39633,511.98135,0.91176564,0.4123011,1,1
4,4300,1,491.92184,510.37546,0.42257833,0.90679044,-1,1
4,4350,0,510.85095,512.18976,0.9066909,0.42334917,1,1
4,4350,1,492.137,510.82712,0.43536788,0.9007229,-1,1
4,4400,0,511.30252,512.40546,0.9005517,0.4362634,1,1
4,4400,1,492.35788,511.27597,0.44654873,0.8952348,-1,1
4,4450,0,511.75,512.62933,0.88764656,0.4619746,1,1
4,4450,1,492.58646,511.7209,0.47077888,0.88274264,-1,1
4,4500,0,512.18884,512.86945,0.8732897,0.4885997,1,1
4,4500,1,492.83252,512.1564,0.51625323,0.85697466,-1,1
4,4550,0,512.62354,513.1165,0.86751,0.49879315,1,1
4,4550,1,493.1046,512.57605,0.56194866,0.8277728,-1,1
4,4600,0,513.05505,513.37,0.8575046,0.5158133,1,1
4,4600,1,493.39276,512.98486,0.59320134,0.80569005,-1,1
4,4650,0,513.4819,513.6306,0.8495415,0.5288312,1,1
4,4650,1,493.69165,513.3863,0.60389006,0.7977135,-1,1
4,4700,0,513.9001,513.90454,0.8370688,0.5528319,1,1
4,4700,1,494.0001,513.7801,0.6324126,0.77531374,-1,1
4,4750,0,514.308,514.1934,0.8158083,0.578988,1,1
4,4750,1,494.31723,514.16724,0.63717663,0.77140373,-1,1
4,4800,0,514.7121,514.488,0.7988346,0.6022053,1,1
4,4800,1,494.63943,514.54974,0.65456337,0.75671417,-1,1
4,4850,0,515.1044,514.7983,0.77529967,0.6322473,1,1
4,4850,1,494.9751,514.92084,0.6899527,0.72462523,-1,1
4,4900,0,515.4902,515.11707,0.7685235,0.6404694,1,1
4,4900,1,495.32245,515.2807,0.69897354,0.71593344,-1,1
4,4950,0,515.87177,515.44055,0.7547448,0.6566578,1,1
4,4950,1,495.6769,515.6337,0.72135603,0.6933911,-1,1
4,5000,0,516.24506,515.7734,0.742318,0.67068195,1,1
4,5000,1,496.04654,515.9709,0.75432205,0.6574178,-1,1
4,5050,0,516.61285,516.1126,0.7303411,0.6837108,1,1
4,5050,1,496.42468,516.2986,0.7610545,0.6496146,-1,1
4,5100,0,516.9752,516.45734,0.7163503,0.69836223,1,1
4,5100,1,496.81024,516.6173,0.7831743,0.62278885,-1,1
4,5150,0,517.33136,516.80884,0.7071778,0.70765257,1,1
4,5150,1,497.208,516.921,0.8008001,0.5999787,-1,1
4,5200,0,517.68085,517.167,0.6939982,0.7205894,1,1
4,5200,1,497.61,517.219,0.8072638,0.59125566,-1,1
4,5250,0,518.0242,517.53046,0.6782397,0.73544836,1,1
4,5250,1,498.0175,517.5092,0.82383156,0.5679592,-1,1
4,5300,0,518.3616,517.90027,0.6680651,0.74470615,1,1
4,5300,1,498.43066,517.7914,0.8312862,0.5569953,-1,1
4,5350,0,518.69196,518.2754,0.6571011,0.7544023,1,1
4,5350,1,498.85062,518.0628,0.8466909,0.5333063,-1,1
4,5400,0,519.0154,518.65704,0.6352883,0.7728724,1,1
4,5400,1,499.27502,518.3278,0.8511782,0.52611595,-1,1
4,5450,0,519.3314,519.0453,0.6268274,0.7797524,1,1
4,5450,1,499.70383,518.58563,0.8657065,0.5018678,-1,1
4,5500,0,519.64276,519.43695,0.6152599,0.78891516,1,1
4,5500,1,500.142,518.82666,0.8826069,0.47154826,-1,1
4,5550,0,519.9433,519.83685,0.5834321,0.81275535,1,1
4,5550,1,500.5849,519.05896,0.8890186,0.45935166,-1,1
4,5600,0,520.2326,520.2441,0.57877654,0.813775,1,1
4,5600,1,501.0311,519.2854,0.89647055,0.4446404,-1,1
4,5650,0,520.5164,520.655,0.55757314,0.8281358,1,1
4,5650,1,501.48047,519.5057,0.9025017,0.43227336,-1,1
4,5700,0,520.78564,521.07526,0.5222615,0.850871,1,1
4,5700,1,501.93542,519.7138,0.9185851,0.3969919,-1,1
4,5750,0,521.0442,521.50195,0.5118006,0.8572063,1,1
4,5750,1,502.39667,519.90784,0.92525584,0.3812012,-1,1
4,5800,0,521.2976,521.9323,0.4978057,0.8654122,1,1
4,5800,1,502.8613,520.0932,0.93142295,0.3658848,-1,1
4,5850,0,521.54364,522.3665,0.48605293,0.8720705,1,1
4,5850,1,503.32797,520.27356,0.9353036,0.3558516,-1,1
4,5900,0,521.78015,522.80597,0.45679864,0.8877571,1,1
4,5900,1,503.79797,520.4453,0.94548374,0.32787603,-1,1
4,5950,0,522.0003,523.2537,0.43327346,0.8994864,1,1
4,5950,1,504.27332,520.60065,0.9533303,0.30434236,-1,1
4,6000,0,522.2152,523.7042,0.4222234,0.9047282,1,1
4,6000,1,504.7517,520.74744,0.96099716,0.27921748,-1,1
